Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country) - Birthplace;Location (State, Country) - Current state and country.;Is your English proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;The International Polyglot Youth Project seeks young people from all over the world who are engaged and committed to equality and educational power. Tell us what you plan to do with the learning you will receive.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project?;What language do you plan to learn? You can choose three languages. [Brazilian Portuguese];What language do you plan to learn? You can choose three languages. [Deutsch];What language do you plan to learn? You can choose three languages. [French];What language do you plan to learn? You can choose three languages. [German];What language do you plan to learn? You can choose three languages. [Hungarian];What language do you plan to learn? You can choose three languages. [Italian];What language do you plan to learn? You can choose three languages. [Korean];What language do you plan to learn? You can choose three languages. [Modern Standard Arabic];What language do you plan to learn? You can choose three languages. [Spanish];What language do you plan to learn? You can choose three languages. [Russian];In up to 150 words, explain why you are interested in learning this/these language(s) and how it aligns with your future plans.;List ALL the days and times you would have available to learn. [06:00];List ALL the days and times you would have available to learn. [06:30];List ALL the days and times you would have available to learn. [07:00];List ALL the days and times you would have available to learn. [07:30];List ALL the days and times you would have available to learn. [08:00];List ALL the days and times you would have available to learn. [08:30];List ALL the days and times you would have available to learn. [09:00];List ALL the days and times you would have available to learn. [09:30];List ALL the days and times you would have available to learn. [10:00];List ALL the days and times you would have available to learn. [10:30];List ALL the days and times you would have available to learn. [11:00];List ALL the days and times you would have available to learn. [11:30];List ALL the days and times you would have available to learn. [12:00];List ALL the days and times you would have available to learn. [12:30];List ALL the days and times you would have available to learn. [13:00];List ALL the days and times you would have available to learn. [13:30];List ALL the days and times you would have available to learn. [14:00];List ALL the days and times you would have available to learn. [14:30];List ALL the days and times you would have available to learn. [15:00];List ALL the days and times you would have available to learn. [15:30];List ALL the days and times you would have available to learn. [16:00];List ALL the days and times you would have available to learn. [16:30];List ALL the days and times you would have available to learn. [17:00];List ALL the days and times you would have available to learn. [17:30];List ALL the days and times you would have available to learn. [18:00];List ALL the days and times you would have available to learn. [18:30];List ALL the days and times you would have available to learn. [19:00];List ALL the days and times you would have available to learn. [19:30];List ALL the days and times you would have available to learn. [20:00];List ALL the days and times you would have available to learn. [20:30];List ALL the days and times you would have available to learn. [21:00];List ALL the days and times you would have available to learn. [21:30];List ALL the days and times you would have available to learn. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to learn through weekly classes?
01/01/2022;mentee348@mail.com;mentee348;tee;31/05/2008;GMT -5;https://www.instagram.com/andreparedes06/;5248076380;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;B2;A1;A2;B1;;B1;B1;A2;B1;[Some text];['Sunday', 'Monday', 'Thursday', 'Saturday', 'Tuesday'];['Saturday', 'Monday', 'Wednesday', 'Tuesday', 'Sunday'];['Saturday', 'Tuesday', 'Friday', 'Monday', 'Wednesday'];['Thursday', 'Wednesday', 'Friday', 'Saturday'];['Tuesday', 'Monday', 'Wednesday', 'Friday', 'Thursday'];['Monday', 'Saturday', 'Sunday', 'Wednesday'];['Tuesday', 'Saturday', 'Thursday', 'Friday', 'Monday'];['Tuesday', 'Monday', 'Thursday', 'Sunday'];['Saturday', 'Tuesday', 'Sunday', 'Monday'];['Wednesday', 'Saturday', 'Friday', 'Thursday'];['Monday', 'Saturday', 'Thursday', 'Wednesday'];['Friday', 'Sunday', 'Monday', 'Saturday'];['Wednesday', 'Friday', 'Thursday', 'Sunday', 'Saturday'];['Wednesday', 'Tuesday', 'Saturday', 'Thursday'];['Saturday', 'Monday', 'Thursday'];['Thursday', 'Sunday', 'Wednesday', 'Saturday', 'Monday', 'Friday'];['Friday', 'Wednesday', 'Monday', 'Thursday'];['Saturday', 'Friday', 'Thursday', 'Monday', 'Sunday'];['Thursday', 'Wednesday', 'Monday', 'Tuesday'];['Saturday', 'Sunday', 'Friday', 'Monday', 'Thursday'];['Wednesday', 'Monday', 'Thursday', 'Sunday', 'Saturday'];['Tuesday', 'Saturday', 'Friday', 'Wednesday', 'Monday'];['Saturday', 'Tuesday', 'Wednesday', 'Friday', 'Monday'];['Monday', 'Friday', 'Sunday', 'Tuesday', 'Wednesday'];['Tuesday', 'Sunday', 'Saturday', 'Thursday'];['Saturday', 'Friday', 'Tuesday', 'Thursday'];['Monday', 'Wednesday', 'Saturday', 'Tuesday'];['Monday', 'Friday', 'Sunday', 'Thursday', 'Tuesday'];['Wednesday', 'Monday', 'Thursday', 'Saturday', 'Tuesday'];['Wednesday', 'Monday', 'Thursday', 'Friday'];['Thursday', 'Sunday', 'Saturday', 'Friday', 'Tuesday', 'Wednesday'];['Wednesday', 'Friday'];['Wednesday', 'Sunday', 'Monday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee349@mail.com;mentee349;tee;25/02/2003;GMT +8:45;https://www.instagram.com/andreparedes06/;1211798311;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;A2;A1;;B1;B1;B2;;A2;;[Some text];['Saturday', 'Wednesday', 'Sunday'];['Monday', 'Saturday', 'Thursday', 'Sunday', 'Tuesday'];['Saturday', 'Monday', 'Wednesday', 'Friday'];['Saturday', 'Sunday', 'Monday', 'Friday', 'Wednesday'];['Wednesday', 'Thursday', 'Monday', 'Friday', 'Saturday'];['Thursday', 'Monday', 'Saturday', 'Tuesday', 'Wednesday'];['Sunday', 'Monday', 'Friday'];['Wednesday', 'Sunday', 'Saturday', 'Thursday', 'Monday'];['Friday', 'Monday', 'Saturday', 'Tuesday', 'Thursday', 'Wednesday'];['Monday', 'Friday', 'Thursday', 'Sunday', 'Tuesday', 'Saturday'];['Friday', 'Saturday', 'Wednesday', 'Sunday', 'Tuesday'];['Wednesday', 'Tuesday', 'Friday', 'Sunday'];['Wednesday', 'Tuesday', 'Saturday', 'Sunday'];['Wednesday', 'Monday', 'Sunday', 'Tuesday'];['Monday', 'Thursday', 'Tuesday'];['Tuesday', 'Saturday', 'Wednesday', 'Sunday', 'Thursday'];['Wednesday', 'Monday', 'Saturday', 'Thursday', 'Friday', 'Tuesday'];['Friday', 'Tuesday', 'Wednesday', 'Sunday', 'Thursday'];['Saturday', 'Friday', 'Thursday', 'Wednesday', 'Tuesday', 'Monday'];['Monday', 'Wednesday', 'Saturday', 'Sunday', 'Thursday', 'Friday'];['Sunday', 'Saturday', 'Tuesday', 'Wednesday', 'Thursday'];['Sunday', 'Thursday', 'Monday', 'Tuesday'];['Sunday', 'Friday', 'Thursday', 'Wednesday', 'Tuesday'];['Tuesday', 'Thursday', 'Wednesday', 'Monday', 'Sunday'];['Sunday', 'Wednesday', 'Thursday', 'Tuesday', 'Saturday'];['Friday', 'Saturday', 'Sunday', 'Thursday', 'Tuesday'];['Sunday', 'Wednesday', 'Friday', 'Monday'];['Thursday', 'Wednesday', 'Sunday'];['Saturday', 'Monday', 'Wednesday', 'Friday', 'Thursday'];['Sunday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday'];['Wednesday', 'Sunday', 'Monday', 'Thursday', 'Friday'];['Tuesday', 'Monday', 'Friday', 'Saturday', 'Sunday', 'Thursday'];['Wednesday', 'Tuesday', 'Sunday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee350@mail.com;mentee350;tee;30/09/2008;GMT +13:45;https://www.instagram.com/andreparedes06/;7917533266;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;;A2;;A2;;A2;;B2;B2;[Some text];['Tuesday', 'Saturday', 'Thursday', 'Sunday', 'Monday'];['Saturday', 'Tuesday', 'Sunday', 'Friday'];['Friday', 'Saturday', 'Tuesday', 'Monday'];['Saturday', 'Wednesday', 'Friday', 'Sunday', 'Monday'];['Sunday', 'Tuesday', 'Wednesday', 'Thursday'];['Thursday', 'Wednesday', 'Friday', 'Monday', 'Saturday'];['Monday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday', 'Saturday'];['Tuesday', 'Sunday', 'Monday', 'Wednesday'];['Wednesday', 'Tuesday', 'Sunday', 'Saturday'];['Tuesday', 'Sunday', 'Friday'];['Thursday', 'Saturday', 'Sunday', 'Monday', 'Friday', 'Wednesday'];['Friday', 'Saturday', 'Monday', 'Thursday'];['Tuesday', 'Sunday', 'Wednesday'];['Friday', 'Saturday', 'Monday'];['Saturday', 'Tuesday', 'Thursday', 'Monday'];['Saturday', 'Tuesday', 'Friday', 'Thursday', 'Wednesday'];['Wednesday', 'Thursday', 'Sunday', 'Saturday', 'Tuesday'];['Sunday', 'Thursday', 'Wednesday', 'Tuesday', 'Friday'];['Friday', 'Wednesday', 'Monday', 'Sunday', 'Tuesday'];['Saturday', 'Friday', 'Sunday', 'Thursday', 'Tuesday'];['Monday', 'Friday', 'Wednesday', 'Saturday', 'Thursday'];['Friday', 'Saturday', 'Thursday', 'Wednesday', 'Sunday'];['Tuesday', 'Friday', 'Saturday', 'Wednesday'];['Saturday', 'Tuesday', 'Wednesday', 'Sunday', 'Thursday'];['Wednesday', 'Saturday', 'Thursday', 'Tuesday', 'Friday'];['Sunday', 'Wednesday', 'Saturday', 'Tuesday', 'Friday'];['Wednesday', 'Sunday', 'Thursday', 'Saturday', 'Monday'];['Sunday', 'Tuesday', 'Friday', 'Thursday'];['Friday', 'Monday', 'Wednesday', 'Sunday'];['Saturday', 'Sunday', 'Monday', 'Friday'];['Saturday', 'Thursday', 'Monday', 'Tuesday', 'Wednesday'];['Sunday', 'Tuesday', 'Friday', 'Saturday', 'Monday'];['Thursday', 'Wednesday', 'Friday', 'Saturday', 'Sunday'];Yes, I do;[Some text];Yes
01/01/2022;mentee351@mail.com;mentee351;tee;04/03/2005;GMT +13:45;https://www.instagram.com/andreparedes06/;8549401567;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A2;;B2;A1;A1;A2;B2;B1;;[Some text];['Thursday', 'Wednesday', 'Monday', 'Friday'];['Monday', 'Thursday', 'Saturday'];['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Sunday', 'Friday'];['Tuesday', 'Monday', 'Sunday', 'Thursday', 'Wednesday', 'Friday'];['Wednesday', 'Thursday', 'Friday', 'Monday'];['Tuesday', 'Friday', 'Thursday', 'Wednesday'];['Tuesday', 'Friday', 'Wednesday', 'Saturday', 'Monday'];['Thursday', 'Tuesday', 'Sunday', 'Wednesday'];['Monday', 'Thursday', 'Sunday', 'Tuesday'];['Monday', 'Thursday', 'Tuesday', 'Saturday', 'Friday'];['Monday', 'Wednesday', 'Friday', 'Thursday', 'Tuesday'];['Wednesday', 'Tuesday', 'Saturday', 'Sunday', 'Friday'];['Thursday', 'Friday', 'Tuesday', 'Monday'];['Sunday', 'Thursday', 'Saturday', 'Friday', 'Tuesday'];['Tuesday', 'Wednesday', 'Friday', 'Saturday', 'Thursday'];['Thursday', 'Tuesday', 'Monday', 'Wednesday'];['Saturday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday', 'Friday'];['Wednesday', 'Thursday', 'Sunday', 'Friday'];['Monday', 'Friday', 'Sunday', 'Thursday'];['Sunday', 'Saturday', 'Tuesday', 'Thursday'];['Thursday', 'Sunday', 'Saturday', 'Friday'];['Wednesday', 'Saturday', 'Tuesday', 'Thursday'];['Monday', 'Friday', 'Wednesday', 'Sunday', 'Tuesday'];['Saturday', 'Monday', 'Sunday', 'Thursday', 'Tuesday'];['Friday', 'Sunday', 'Thursday', 'Wednesday', 'Saturday', 'Tuesday'];['Saturday', 'Friday', 'Wednesday', 'Sunday', 'Tuesday'];['Tuesday', 'Friday', 'Monday', 'Thursday', 'Sunday'];['Wednesday', 'Thursday', 'Saturday', 'Sunday', 'Tuesday'];['Sunday', 'Wednesday', 'Thursday', 'Friday'];['Saturday', 'Thursday', 'Friday', 'Wednesday'];['Friday', 'Monday', 'Thursday', 'Sunday', 'Tuesday'];['Wednesday', 'Sunday', 'Saturday', 'Monday', 'Friday'];['Sunday', 'Tuesday', 'Thursday', 'Wednesday', 'Monday'];Yes, I do;[Some text];Yes
01/01/2022;mentee352@mail.com;mentee352;tee;20/06/1995;GMT +10:30;https://www.instagram.com/andreparedes06/;4187226658;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;B2;B1;B2;;B2;A2;B2;B1;B1;[Some text];['Sunday', 'Monday', 'Friday', 'Tuesday'];['Monday', 'Tuesday', 'Friday', 'Sunday', 'Thursday'];['Thursday', 'Friday', 'Saturday', 'Sunday'];['Friday', 'Tuesday', 'Sunday', 'Wednesday', 'Thursday'];['Saturday', 'Tuesday', 'Thursday', 'Sunday'];['Thursday', 'Sunday', 'Tuesday', 'Friday', 'Monday'];['Tuesday', 'Monday', 'Wednesday', 'Sunday'];['Monday', 'Wednesday', 'Thursday', 'Sunday', 'Friday'];['Friday', 'Monday', 'Wednesday', 'Sunday', 'Tuesday'];['Thursday', 'Friday', 'Tuesday', 'Saturday', 'Sunday'];['Tuesday', 'Wednesday', 'Friday', 'Monday', 'Thursday'];['Saturday', 'Friday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Friday', 'Sunday'];['Friday', 'Saturday', 'Tuesday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Sunday'];['Sunday', 'Thursday', 'Saturday', 'Wednesday', 'Tuesday'];['Monday', 'Sunday', 'Saturday', 'Friday'];['Thursday', 'Monday', 'Wednesday', 'Saturday'];['Friday', 'Wednesday', 'Tuesday', 'Monday', 'Sunday'];['Monday', 'Tuesday', 'Sunday', 'Friday', 'Saturday'];['Tuesday', 'Friday', 'Sunday', 'Thursday'];['Sunday', 'Wednesday', 'Thursday', 'Friday'];['Sunday', 'Monday', 'Thursday', 'Friday', 'Tuesday'];['Wednesday', 'Saturday', 'Tuesday', 'Thursday'];['Sunday', 'Thursday', 'Monday', 'Friday'];['Sunday', 'Saturday', 'Friday'];['Thursday', 'Monday', 'Friday', 'Wednesday'];['Sunday', 'Wednesday', 'Saturday'];['Wednesday', 'Monday', 'Tuesday', 'Friday', 'Sunday', 'Saturday'];['Friday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday'];['Wednesday', 'Thursday', 'Monday', 'Friday'];['Thursday', 'Sunday', 'Tuesday', 'Monday', 'Saturday'];['Wednesday', 'Saturday', 'Monday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee353@mail.com;mentee353;tee;27/04/2007;GMT +4:30;https://www.instagram.com/andreparedes06/;3315822791;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;B2;B1;B1;B1;B2;B1;B2;B1;;[Some text];['Sunday', 'Thursday', 'Monday', 'Tuesday', 'Saturday'];['Sunday', 'Thursday', 'Tuesday', 'Friday', 'Monday'];['Friday', 'Sunday', 'Wednesday', 'Thursday', 'Monday'];['Friday', 'Monday', 'Wednesday', 'Sunday', 'Thursday'];['Saturday', 'Tuesday', 'Friday', 'Sunday', 'Thursday', 'Wednesday'];['Friday', 'Sunday', 'Wednesday', 'Thursday', 'Saturday', 'Monday'];['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Thursday'];['Saturday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday'];['Tuesday', 'Monday', 'Saturday', 'Wednesday'];['Friday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday'];['Wednesday', 'Tuesday', 'Friday', 'Thursday', 'Saturday'];['Thursday', 'Tuesday', 'Saturday', 'Wednesday'];['Friday', 'Tuesday', 'Saturday', 'Wednesday', 'Monday'];['Saturday', 'Tuesday', 'Friday', 'Wednesday', 'Thursday'];['Friday', 'Wednesday', 'Tuesday', 'Saturday', 'Sunday'];['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Saturday', 'Sunday'];['Monday', 'Sunday', 'Friday', 'Wednesday', 'Tuesday'];['Friday', 'Tuesday', 'Monday', 'Thursday'];['Friday', 'Monday', 'Tuesday'];['Wednesday', 'Saturday', 'Monday', 'Sunday', 'Friday'];['Saturday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday', 'Sunday'];['Tuesday', 'Monday', 'Friday', 'Saturday'];['Tuesday', 'Thursday', 'Sunday', 'Monday'];['Sunday', 'Monday', 'Friday', 'Thursday', 'Saturday', 'Wednesday'];['Friday', 'Tuesday', 'Saturday', 'Thursday'];['Sunday', 'Tuesday', 'Wednesday', 'Saturday'];['Thursday', 'Friday', 'Wednesday', 'Tuesday', 'Saturday'];['Saturday', 'Sunday', 'Tuesday', 'Thursday', 'Monday'];['Monday', 'Saturday', 'Sunday', 'Wednesday', 'Thursday'];['Thursday', 'Friday', 'Monday', 'Sunday'];['Wednesday', 'Sunday', 'Friday', 'Saturday', 'Monday'];['Tuesday', 'Wednesday', 'Friday', 'Saturday', 'Thursday'];['Wednesday', 'Sunday', 'Monday', 'Friday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee354@mail.com;mentee354;tee;19/06/2009;GMT +13;https://www.instagram.com/andreparedes06/;5330693775;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;;;B2;A1;A1;A1;;;B1;[Some text];['Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Friday'];['Wednesday', 'Sunday', 'Monday', 'Friday'];['Monday', 'Wednesday', 'Saturday', 'Tuesday', 'Friday'];['Thursday', 'Sunday', 'Saturday', 'Tuesday', 'Friday'];['Saturday', 'Monday', 'Sunday', 'Wednesday'];['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Wednesday'];['Monday', 'Wednesday', 'Friday', 'Saturday'];['Wednesday', 'Sunday', 'Saturday', 'Monday', 'Friday'];['Monday', 'Sunday', 'Thursday', 'Tuesday', 'Friday', 'Wednesday'];['Tuesday', 'Friday', 'Thursday', 'Saturday'];['Friday', 'Sunday', 'Monday', 'Saturday', 'Wednesday'];['Tuesday', 'Monday', 'Sunday', 'Thursday'];['Saturday', 'Tuesday', 'Wednesday', 'Monday'];['Sunday', 'Tuesday', 'Monday'];['Saturday', 'Sunday', 'Tuesday', 'Friday'];['Sunday', 'Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Thursday'];['Saturday', 'Monday', 'Wednesday', 'Friday'];['Saturday', 'Thursday', 'Friday', 'Wednesday'];['Friday', 'Monday', 'Thursday', 'Saturday', 'Tuesday'];['Tuesday', 'Saturday', 'Sunday', 'Thursday'];['Wednesday', 'Monday', 'Friday', 'Sunday'];['Tuesday', 'Friday', 'Saturday', 'Thursday', 'Sunday'];['Tuesday', 'Thursday', 'Monday'];['Sunday', 'Friday', 'Saturday', 'Tuesday', 'Monday', 'Wednesday'];['Sunday', 'Monday', 'Saturday', 'Friday', 'Wednesday'];['Sunday', 'Monday', 'Wednesday', 'Friday'];['Monday', 'Wednesday', 'Tuesday', 'Friday', 'Saturday', 'Sunday'];['Thursday', 'Saturday', 'Monday', 'Friday', 'Wednesday'];['Sunday', 'Wednesday', 'Thursday', 'Friday'];['Friday', 'Tuesday', 'Thursday', 'Wednesday', 'Monday'];['Sunday', 'Monday', 'Wednesday', 'Thursday'];['Wednesday', 'Thursday', 'Saturday', 'Tuesday'];['Saturday', 'Friday', 'Sunday', 'Tuesday', 'Wednesday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee355@mail.com;mentee355;tee;06/10/1997;GMT +4:30;https://www.instagram.com/andreparedes06/;5382615520;Female;Somewhere, Else;Not, Important;No;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;A2;B2;A1;A2;A2;B1;;B1;A2;[Some text];['Saturday', 'Friday', 'Wednesday'];['Thursday', 'Monday', 'Saturday', 'Wednesday', 'Tuesday'];['Wednesday', 'Friday', 'Monday'];['Saturday', 'Sunday', 'Monday', 'Thursday', 'Tuesday', 'Wednesday'];['Saturday', 'Monday', 'Tuesday', 'Wednesday', 'Sunday', 'Thursday'];['Tuesday', 'Thursday', 'Saturday', 'Friday'];['Sunday', 'Saturday', 'Thursday', 'Friday', 'Tuesday'];['Tuesday', 'Friday', 'Saturday', 'Sunday', 'Wednesday', 'Monday'];['Tuesday', 'Monday', 'Saturday', 'Sunday'];['Saturday', 'Sunday', 'Thursday', 'Friday'];['Thursday', 'Monday', 'Tuesday', 'Friday'];['Sunday', 'Thursday', 'Tuesday', 'Monday'];['Monday', 'Friday', 'Wednesday', 'Sunday'];['Tuesday', 'Saturday', 'Friday', 'Sunday'];['Wednesday', 'Saturday', 'Monday', 'Friday', 'Sunday'];['Friday', 'Thursday', 'Sunday', 'Tuesday', 'Monday'];['Wednesday', 'Tuesday', 'Saturday', 'Thursday'];['Monday', 'Friday', 'Saturday', 'Thursday'];['Sunday', 'Saturday', 'Tuesday', 'Monday'];['Saturday', 'Friday', 'Sunday', 'Thursday', 'Monday', 'Wednesday'];['Tuesday', 'Sunday', 'Monday', 'Friday'];['Tuesday', 'Sunday', 'Wednesday', 'Thursday'];['Wednesday', 'Friday', 'Monday'];['Tuesday', 'Monday', 'Saturday', 'Wednesday', 'Thursday'];['Saturday', 'Monday', 'Tuesday', 'Thursday', 'Sunday'];['Friday', 'Tuesday', 'Monday', 'Wednesday', 'Sunday'];['Monday', 'Sunday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday'];['Saturday', 'Wednesday', 'Monday', 'Thursday', 'Friday', 'Sunday'];['Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Saturday', 'Monday'];['Sunday', 'Saturday', 'Wednesday', 'Tuesday'];['Friday', 'Monday', 'Tuesday', 'Sunday', 'Saturday'];['Tuesday', 'Friday', 'Monday', 'Thursday', 'Saturday', 'Sunday'];['Tuesday', 'Sunday', 'Saturday', 'Thursday', 'Monday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee356@mail.com;mentee356;tee;01/06/2000;GMT -9;https://www.instagram.com/andreparedes06/;5656201724;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A1;A2;A2;B1;B2;B1;B2;B2;B2;[Some text];['Friday', 'Tuesday', 'Wednesday', 'Thursday'];['Friday', 'Saturday', 'Wednesday'];['Tuesday', 'Saturday', 'Sunday', 'Wednesday', 'Thursday'];['Wednesday', 'Sunday', 'Monday', 'Saturday', 'Tuesday'];['Tuesday', 'Monday', 'Wednesday', 'Friday'];['Tuesday', 'Sunday', 'Wednesday', 'Saturday', 'Friday'];['Sunday', 'Wednesday', 'Friday'];['Saturday', 'Thursday', 'Tuesday'];['Friday', 'Sunday', 'Thursday', 'Tuesday', 'Wednesday'];['Saturday', 'Thursday', 'Sunday', 'Friday'];['Wednesday', 'Thursday', 'Sunday', 'Saturday', 'Monday'];['Saturday', 'Thursday', 'Friday', 'Monday', 'Sunday'];['Wednesday', 'Saturday', 'Tuesday', 'Sunday', 'Thursday'];['Thursday', 'Wednesday', 'Saturday', 'Sunday'];['Thursday', 'Sunday', 'Saturday', 'Wednesday', 'Monday'];['Friday', 'Wednesday', 'Monday', 'Tuesday'];['Tuesday', 'Monday', 'Wednesday'];['Tuesday', 'Sunday', 'Friday', 'Monday'];['Monday', 'Wednesday', 'Thursday', 'Tuesday', 'Sunday'];['Tuesday', 'Thursday', 'Saturday', 'Monday', 'Wednesday', 'Sunday'];['Thursday', 'Monday', 'Sunday', 'Wednesday'];['Sunday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday'];['Sunday', 'Friday', 'Tuesday', 'Thursday', 'Monday'];['Sunday', 'Thursday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday'];['Monday', 'Wednesday', 'Friday', 'Sunday', 'Thursday'];['Monday', 'Thursday', 'Sunday', 'Saturday', 'Wednesday'];['Friday', 'Saturday', 'Thursday', 'Wednesday'];['Monday', 'Sunday', 'Thursday', 'Saturday', 'Tuesday', 'Friday'];['Monday', 'Tuesday', 'Sunday', 'Saturday'];['Thursday', 'Wednesday', 'Sunday', 'Saturday', 'Tuesday'];['Friday', 'Sunday', 'Tuesday', 'Monday'];['Saturday', 'Friday', 'Sunday'];['Thursday', 'Friday', 'Saturday', 'Sunday', 'Wednesday', 'Monday'];Yes, I do;[Some text];Yes
01/01/2022;mentee357@mail.com;mentee357;tee;01/09/2001;GMT -12;https://www.instagram.com/andreparedes06/;5528337621;Male;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;B1;B1;B1;B1;;A2;A1;;;[Some text];['Thursday', 'Sunday', 'Wednesday', 'Saturday', 'Monday'];['Monday', 'Friday', 'Saturday', 'Wednesday'];['Wednesday', 'Monday', 'Tuesday', 'Friday', 'Sunday'];['Friday', 'Thursday', 'Wednesday', 'Tuesday', 'Saturday'];['Sunday', 'Wednesday', 'Saturday', 'Monday', 'Friday'];['Wednesday', 'Tuesday', 'Thursday', 'Sunday'];['Tuesday', 'Sunday', 'Saturday', 'Wednesday'];['Sunday', 'Friday', 'Wednesday', 'Tuesday', 'Monday'];['Sunday', 'Monday', 'Wednesday', 'Friday', 'Saturday'];['Saturday', 'Sunday', 'Monday', 'Friday'];['Saturday', 'Tuesday', 'Thursday', 'Monday'];['Wednesday', 'Sunday', 'Saturday', 'Tuesday', 'Friday'];['Wednesday', 'Saturday', 'Tuesday', 'Monday'];['Monday', 'Thursday', 'Wednesday', 'Saturday'];['Wednesday', 'Monday', 'Sunday', 'Saturday'];['Monday', 'Sunday', 'Thursday', 'Wednesday', 'Saturday'];['Saturday', 'Tuesday', 'Thursday', 'Sunday', 'Monday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday'];['Friday', 'Thursday', 'Saturday', 'Tuesday', 'Monday'];['Thursday', 'Wednesday', 'Tuesday', 'Saturday', 'Monday'];['Sunday', 'Saturday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'];['Saturday', 'Friday', 'Tuesday'];['Wednesday', 'Monday', 'Thursday', 'Saturday', 'Sunday'];['Tuesday', 'Thursday', 'Wednesday', 'Sunday', 'Monday'];['Monday', 'Friday', 'Sunday', 'Saturday'];['Monday', 'Thursday', 'Tuesday', 'Saturday', 'Wednesday', 'Friday'];['Monday', 'Sunday', 'Tuesday', 'Thursday'];['Sunday', 'Wednesday', 'Saturday', 'Monday'];['Monday', 'Tuesday', 'Wednesday'];['Monday', 'Wednesday', 'Thursday', 'Saturday'];['Saturday', 'Friday', 'Thursday', 'Monday'];['Thursday', 'Sunday', 'Monday', 'Tuesday'];['Wednesday', 'Friday', 'Tuesday', 'Sunday', 'Monday'];Yes, I do;[Some text];Yes
